ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
1665,0,5.0,1312.1491870880127,100.0,241.0,87.9,10.317087173461914,2.063417434692383,8.991003036499023,0.00095367431640625,3.877923833553205,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.003810542314244199,129,0.003810542314244199,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
12845,1,5.0,17212.368083953857,100.0,438.0,87.9,505.2649974822998,101.05299949645996,504.533052444458,0.025033950805664062,225.55233376469678,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.00029048879129311815,326,0.00029048879129311815,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,64464.0,0.0,64464,64464,0.0,65.2,145.79163213298628,0,326,0,0,0
3290,1,5.0,2096.989508152008,100.0,438.0,87.9,503.52025032043457,100.70405006408691,502.75111198425293,0.030040740966796875,224.75126023290744,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.002384370537173692,326,0.002384370537173692,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,54898.0,0.0,54898,54898,0.0,65.2,145.79163213298628,0,326,0,0,0
867,0,5.0,921.4946818351746,100.0,241.0,87.9,9.37795639038086,1.8755912780761719,8.34798812866211,0.00095367431640625,3.622229541399445,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.005425967288321624,129,0.005425967288321624,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
743,1,5.0,822.357400894165,100.0,438.0,87.9,2004.9190521240234,400.9838104248047,2004.3630599975586,0.015974044799804688,896.3162692798794,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.006080081476209011,326,0.006080081476209011,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51337.0,0.0,51337,51337,0.0,65.2,145.79163213298628,0,326,0,0,1
6674,0,5.0,8078.962279081345,100.0,241.0,87.9,12.048006057739258,2.4096012115478516,10.951042175292969,0.00095367431640625,4.778138290084868,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0006188913659055415,129,0.0006188913659055415,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
549,1,5.0,659.1276938915253,100.0,438.0,87.9,504.4739246368408,100.89478492736816,503.7968158721924,0.010967254638671875,225.22918055032736,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.007585783523189159,326,0.007585783523189159,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51143.0,0.0,51143,51143,0.0,65.2,145.79163213298628,0,326,0,0,1
528,0,5.0,648.3623278141022,100.0,241.0,87.9,10.596036911010742,2.1192073822021484,9.425163269042969,0.0,4.0884935973471475,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.007711737381252655,129,0.007711737381252655,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
277,0,5.0,523.4131188392639,100.0,241.0,87.9,11.291027069091797,2.2582054138183594,10.085821151733398,0.01811981201171875,4.379192598811774,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00955268375979598,129,0.00955268375979598,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
3280,1,5.0,2091.8471550941467,100.0,438.0,87.9,505.5429935455322,101.10859870910645,504.98509407043457,0.010967254638671875,225.77390302948882,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.002390231995594806,326,0.002390231995594806,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,54888.0,0.0,54888,54888,0.0,65.2,145.79163213298628,0,326,0,0,0
