ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
8652,1,5.0,12067.124857187271,100.0,438.0,87.9,2003.711223602295,400.742244720459,2003.1509399414062,0.017881393432617188,895.7737134162136,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0004143489073971056,326,0.0004143489073971056,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,60271.0,0.0,60271,60271,0.0,65.2,145.79163213298628,0,326,0,0,0
3748,1,5.0,2316.216761112213,100.0,438.0,87.9,504.11510467529297,100.8230209350586,503.5240650177002,0.015020370483398438,225.11682646694535,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.0021586926076811023,326,0.0021586926076811023,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,55356.0,0.0,55356,55356,0.0,65.2,145.79163213298628,0,326,0,0,0
2625,0,5.0,1775.5286870002747,100.0,241.0,87.9,10.912895202636719,2.1825790405273438,9.649991989135742,0.00095367431640625,4.17854310193177,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00281606263903706,129,0.00281606263903706,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
8797,0,5.0,12359.462038040161,100.0,241.0,87.9,11.754989624023438,2.3509979248046875,10.26010513305664,0.00095367431640625,4.4288211300364635,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00040454835207316594,129,0.00040454835207316594,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
12080,0,5.0,16842.881452083588,100.0,241.0,87.9,14.557123184204102,2.9114246368408203,13.322114944458008,0.00095367431640625,5.823245924655614,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00029686131878470614,129,0.00029686131878470614,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
816,1,5.0,895.3551487922668,100.0,438.0,87.9,506.20388984680176,101.24077796936035,505.357027053833,0.02002716064453125,225.90802663430063,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.005584376218469773,326,0.005584376218469773,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51410.0,0.0,51410,51410,0.0,65.2,145.79163213298628,0,326,0,0,1
928,0,5.0,1009.3832159042358,100.0,241.0,87.9,9.862184524536133,1.9724369049072266,8.801937103271484,0.00095367431640625,3.821614033433192,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.004953520051867367,129,0.004953520051867367,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
728,1,5.0,792.1245839595795,100.0,438.0,87.9,2004.424810409546,400.8849620819092,2003.8418769836426,0.019073486328125,896.0801763842272,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.006312138394956241,326,0.006312138394956241,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51322.0,0.0,51322,51322,0.0,65.2,145.79163213298628,0,326,0,0,1
10962,1,5.0,15671.376450061798,100.0,438.0,87.9,2002.9399394989014,400.5879878997803,2002.3558139801025,0.011920928955078125,895.4154589195122,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00031905302102421787,326,0.00031905302102421787,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,62581.0,0.0,62581,62581,0.0,65.2,145.79163213298628,0,326,0,0,0
2694,0,5.0,1808.9660761356354,100.0,241.0,87.9,11.734962463378906,2.3469924926757812,10.471105575561523,0.026941299438476562,4.5450954013650335,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.002764009820837073,129,0.002764009820837073,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
