ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
1359,1,5.0,1165.1049311161041,100.0,438.0,87.9,504.60076332092285,100.92015266418457,504.02188301086426,0.015974044799804688,225.34080463579127,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.004291458963451717,326,0.004291458963451717,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,52966.0,0.0,52966,52966,0.0,65.2,145.79163213298628,0,326,0,0,0
868,1,5.0,921.9959709644318,100.0,438.0,87.9,490.9822940826416,98.19645881652832,490.2150630950928,0.026226043701171875,219.1452180671508,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0.005423017190378685,326,0.005423017190378685,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51462.0,0.0,51462,51462,0.0,65.2,145.79163213298628,0,326,0,0,1
7102,0,5.0,8941.939013957977,100.0,241.0,87.9,10.916709899902344,2.1833419799804688,9.74416732788086,0.09584426879882812,4.2284951631267615,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0005591628384173967,129,0.0005591628384173967,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
582,1,5.0,674.0162119865417,100.0,438.0,87.9,177.22010612487793,35.444021224975586,176.70202255249023,0.010013580322265625,78.96581896433108,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0074182191927749,326,0.0074182191927749,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51176.0,0.0,51176,51176,0.0,65.2,145.79163213298628,0,326,0,0,1
1440,0,5.0,1204.6366231441498,100.0,241.0,87.9,10.421991348266602,2.0843982696533203,9.132862091064453,0.025033950805664062,3.945068446275078,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.004150629246975573,129,0.004150629246975573,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
874,1,5.0,925.0738699436188,100.0,438.0,87.9,489.89105224609375,97.97821044921875,488.99197578430176,0.033855438232421875,218.58353333704352,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0.005404973767451392,326,0.005404973767451392,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,51468.0,0.0,51468,51468,0.0,65.2,145.79163213298628,0,326,0,0,1
10182,1,5.0,14098.32248210907,100.0,438.0,87.9,2005.073070526123,401.0146141052246,2004.3811798095703,0.010013580322265625,896.3091855760981,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00035465212306961033,326,0.00035465212306961033,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,61801.0,0.0,61801,61801,0.0,65.2,145.79163213298628,0,326,0,0,0
8810,1,5.0,12385.665163040161,100.0,438.0,87.9,2004.4536590576172,400.89073181152344,2003.6499500274658,0.03790855407714844,895.9696791762278,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00040369248919471917,326,0.00040369248919471917,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,60429.0,0.0,60429,60429,0.0,65.2,145.79163213298628,0,326,0,0,0
3759,0,5.0,2321.844241142273,100.0,241.0,87.9,12.611865997314453,2.5223731994628906,10.287046432495117,0.013828277587890625,4.3807124402431885,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.002153460560102068,129,0.002153460560102068,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
9422,0,14.0,12743.60450911522,280.0,421.0,32.333333333333336,34.98983383178711,2.4992738451276506,23.951053619384766,0.00095367431640625,6.216600397448199,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0010985902763999077,129,0.0010985902763999077,14,14,14,0,0,0,0,0,0,0,0,0,0,1,1,0,2,14,0,14,0,14,0,8080.0,0.0,8080,8080,0.0,9.214285714285714,29.928577985259842,0,112,0,0,0
