ip.session_id,meta.direction,ip.pkts_per_flow,duration,ip.header_len,ip.payload_len,ip.avg_bytes_tot_len,time_between_pkts_sum,time_between_pkts_avg,time_between_pkts_max,time_between_pkts_min,time_between_pkts_std,"(-0.001, 50.0]","(50.0, 100.0]","(100.0, 150.0]","(150.0, 200.0]","(200.0, 250.0]","(250.0, 300.0]","(300.0, 350.0]","(350.0, 400.0]","(400.0, 450.0]","(450.0, 500.0]","(500.0, 550.0]",tcp_pkts_per_flow,pkts_rate,tcp_bytes_per_flow,byte_rate,tcp.tcp_session_payload_up_len,tcp.tcp_session_payload_down_len,"(-0.001, 150.0]","(150.0, 300.0]","(300.0, 450.0]","(450.0, 600.0]","(600.0, 750.0]","(750.0, 900.0]","(900.0, 1050.0]","(1050.0, 1200.0]","(1200.0, 1350.0]","(1350.0, 1500.0]","(1500.0, 10000.0]",tcp.fin,tcp.syn,tcp.rst,tcp.psh,tcp.ack,tcp.urg,sport_g,sport_le,dport_g,dport_le,mean_tcp_pkts,std_tcp_pkts,min_tcp_pkts,max_tcp_pkts,entropy_tcp_pkts,mean_tcp_len,std_tcp_len,min_tcp_len,max_tcp_len,entropy_tcp_len,ssl.tls_version,malware
308,0,5.0,537.4133679866791,100.0,241.0,87.9,12.12000846862793,2.424001693725586,11.096954345703125,0.00095367431640625,4.850686193750256,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.009303825133214653,129,0.009303825133214653,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
190,1,5.0,380.9938018321991,100.0,438.0,87.9,2004.6160221099854,400.92320442199707,2004.0760040283203,0.012874603271484375,896.1896791812912,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.013123573076399147,326,0.013123573076399147,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,50784.0,0.0,50784,50784,0.0,65.2,145.79163213298628,0,326,0,0,1
885,0,5.0,930.7295207977295,100.0,241.0,87.9,9.892940521240234,1.9785881042480469,8.374929428100586,0.0011920928955078125,3.582912016907973,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.005372130020883503,129,0.005372130020883503,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
375,0,5.0,571.8168909549713,100.0,241.0,87.9,10.343313217163086,2.068662643432617,9.127140045166016,0.025033950805664062,3.9493613704279604,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.008744057895263772,129,0.008744057895263772,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
333,1,5.0,550.2591569423676,100.0,438.0,87.9,502.3930072784424,100.47860145568848,501.7669200897217,0.017881393432617188,224.3270978566334,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0.009086627522536049,326,0.009086627522536049,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,50927.0,0.0,50927,50927,0.0,65.2,145.79163213298628,0,326,0,0,1
1038,0,5.0,1010.032222032547,100.0,241.0,87.9,10.69188117980957,2.138376235961914,9.315013885498047,0.0011920928955078125,4.017845397431948,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.004950337118887363,129,0.004950337118887363,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
784,0,5.0,878.9495389461517,100.0,241.0,87.9,9.836912155151367,1.9673824310302734,8.790969848632812,0.00095367431640625,3.817679001333639,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.005688608706701104,129,0.005688608706701104,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
10127,1,5.0,13987.41915512085,100.0,438.0,87.9,2004.931926727295,400.986385345459,2004.3349266052246,0.01811981201171875,896.2991067578218,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0003574640857294593,326,0.0003574640857294593,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,61746.0,0.0,61746,61746,0.0,65.2,145.79163213298628,0,326,0,0,0
9515,1,5.0,12791.263362169266,100.0,438.0,87.9,505.0089359283447,101.00178718566895,504.28199768066406,0.02193450927734375,225.44062655039693,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0.00039089180313398313,326,0.00039089180313398313,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,61134.0,0.0,61134,61134,0.0,65.2,145.79163213298628,0,326,0,0,0
596,0,5.0,681.2056307792664,100.0,241.0,87.9,11.037826538085938,2.2075653076171875,9.932994842529297,0.03910064697265625,4.321095938056777,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.007339927584392163,129,0.007339927584392163,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
531,0,5.0,734.5244991779327,100.0,241.0,87.9,11.282205581665039,2.256441116333008,9.757041931152344,0.00095367431640625,4.199583996392671,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.006807124889089355,129,0.006807124889089355,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
778,0,5.0,875.8869688510895,100.0,241.0,87.9,9.92894172668457,1.985788345336914,8.716106414794922,0.050067901611328125,3.7653705855929385,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.005708499130382719,129,0.005708499130382719,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
238,0,5.0,477.75780296325684,100.0,241.0,87.9,11.23499870300293,2.246999740600586,10.040998458862305,0.00095367431640625,4.361190117055253,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.010465553820341344,129,0.010465553820341344,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
5819,0,5.0,6355.224557161331,100.0,241.0,87.9,11.429309844970703,2.2858619689941406,10.200023651123047,0.015974044799804688,4.428281134060805,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0007867542610065277,129,0.0007867542610065277,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
443,0,5.0,606.2623498439789,100.0,241.0,87.9,18.77903938293457,3.755807876586914,17.521142959594727,0.0019073486328125,7.697782115191119,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00824725467660452,129,0.00824725467660452,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
967,0,5.0,1087.9921128749847,100.0,241.0,87.9,11.113166809082031,2.2226333618164062,9.970903396606445,0.028133392333984375,4.334448956944817,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.004595621549854491,129,0.004595621549854491,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
958,0,5.0,1069.8510339260101,100.0,241.0,87.9,10.080814361572266,2.016162872314453,8.800983428955078,0.00095367431640625,3.797598038867801,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.004673547850537288,129,0.004673547850537288,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,1
129,1,5.0,258.0283088684082,100.0,438.0,87.9,2004.641056060791,400.9282112121582,2004.0550231933594,0.018835067749023438,896.1751532719808,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.019377718754688845,326,0.019377718754688845,5,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,5,0,5,0,50723.0,0.0,50723,50723,0.0,65.2,145.79163213298628,0,326,0,0,1
9870,0,5.0,13468.995373010635,100.0,241.0,87.9,11.066675186157227,2.2133350372314453,9.950876235961914,0.03504753112792969,4.329031140409403,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.00037122293545508757,129,0.00037122293545508757,5,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,5,0,5,0,8080.0,0.0,8080,8080,0.0,25.8,48.74628190949541,0,112,0,0,0
